vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6,36000,Dealer,Petrol,Manual,18.6,1197,85.8,5,550000
5,50000,Individual,Petrol,Manual,20.51,998,67.04,5,425000
6,40000,Individual,Diesel,Manual,20.14,1498,88.8,5,450000
3,10000,Individual,Petrol,Manual,20.51,998,67.04,5,391000
4,22017,Dealer,Petrol,Manual,23.01,999,67.0,5,380000
3,39000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,765000
7,148533,Dealer,Diesel,Manual,12.99,2494,100.0,7,975000
5,24779,Dealer,Petrol,Automatic,23.95,998,67.05,5,360000
11,70000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
2,12800,Individual,Diesel,Manual,16.55,2498,105.0,6,999000
13,120000,Individual,LPG,Manual,17.3,1061,57.5,5,140000
8,60000,Dealer,Diesel,Manual,22.7,1498,89.84,5,585000
10,95000,Dealer,Petrol,Automatic,15.64,1798,167.62,5,1000000
3,31900,Dealer,Diesel,Manual,22.27,1498,108.6,5,1025000
2,32000,Dealer,Petrol,Automatic,20.52,1197,81.8,5,525000
5,92370,Dealer,Diesel,Manual,19.01,1461,108.45,5,650000
5,90503,Dealer,Diesel,Manual,23.4,1248,74.0,5,725000
6,48728,Dealer,Diesel,Manual,24.0,1120,70.0,5,480000
6,63165,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
6,45000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000
10,46001,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1650000
4,47000,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000
10,70000,Individual,Diesel,Automatic,11.5,2987,210.0,5,1800000
5,72300,Dealer,Diesel,Manual,28.4,1248,74.02,5,665000
3,25000,Individual,Diesel,Manual,20.14,1498,88.0,5,850000
8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7,400000
10,62000,Dealer,Petrol,Manual,18.9,998,67.1,5,295000
8,180000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
8,43000,Dealer,Petrol,Manual,17.8,1497,117.3,5,470000
4,59656,Trustmark Dealer,Diesel,Manual,24.0,1186,73.97,5,532000
9,104446,Dealer,Diesel,Manual,12.55,2982,168.5,7,1340000
6,74000,Dealer,Diesel,Automatic,21.5,1498,108.5,5,690000
3,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,895000
1,20000,Individual,Petrol,Manual,21.01,1197,81.8,5,700000
8,144653,Dealer,Diesel,Manual,22.07,1199,73.9,5,250000
5,28000,Dealer,Petrol,Manual,17.01,1591,121.3,5,740000
7,65000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1850000
4,70000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,145000
6,113000,Dealer,Diesel,Automatic,18.48,1995,177.0,5,2500000
8,80000,Dealer,Diesel,Manual,19.87,1461,83.8,5,390000
3,53000,Dealer,Diesel,Manual,22.54,1396,88.76,5,690000
10,73000,Dealer,Diesel,Manual,20.0,1399,68.05,5,335000
4,5238,Dealer,Petrol,Manual,18.9,1197,81.86,5,595000
4,71000,Dealer,Diesel,Manual,25.8,1498,98.6,5,575000
8,24000,Individual,Petrol,Manual,22.74,796,47.3,5,270000
12,90000,Individual,Petrol,Manual,16.8,1497,116.4,5,265000
4,79000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
3,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,785000
7,63699,Dealer,Petrol,Manual,21.21,1197,81.8,5,355000
10,30000,Individual,Petrol,Manual,17.0,1497,118.0,5,400000
6,40000,Dealer,Petrol,Manual,22.0,1197,81.8,5,470000
4,30000,Dealer,Petrol,Manual,17.8,1497,117.3,5,925000
5,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,710000
9,60000,Individual,Diesel,Manual,22.9,1248,74.0,5,380000
13,96000,Dealer,Diesel,Manual,17.8,1248,75.0,5,290000
5,85000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,730000
5,77000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
14,55000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
7,40000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,3400000
3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,350000
9,30000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,3300000
5,136900,Dealer,Diesel,Manual,25.8,1498,98.6,5,460000
6,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
5,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,555000
2,65000,Individual,Diesel,Manual,27.4,1498,98.63,5,650000
4,130000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1645000
10,90000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1175000
10,97000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
2,20500,Individual,Petrol,Manual,20.0,999,72.0,7,650000
3,20000,Individual,Petrol,Automatic,23.84,1199,84.0,5,415000
2,14000,Individual,Diesel,Manual,22.1,1396,88.7,5,1150000
3,15000,Individual,Diesel,Manual,22.0,1582,126.2,5,930000
11,74000,Dealer,Petrol,Manual,20.36,1197,78.9,5,255000
4,100000,Individual,Diesel,Manual,27.39,1248,74.0,5,700000
5,52214,Dealer,Diesel,Manual,23.0,1498,98.96,5,760000
10,170000,Individual,Petrol,Manual,19.7,796,46.3,5,300000
8,99000,Dealer,Diesel,Manual,15.1,2179,140.0,7,650000
3,46000,Individual,Petrol,Automatic,22.0,1197,81.8,5,634000
5,21446,Dealer,Petrol,Manual,16.8,1497,116.3,5,825000
6,42426,Dealer,Petrol,Automatic,18.9,1197,81.86,5,440000
8,71000,Dealer,Diesel,Manual,12.05,2179,120.0,8,820000
6,35330,Dealer,Diesel,Manual,27.62,793,47.0,5,489000
10,66000,Dealer,Diesel,Manual,20.0,1399,68.0,5,310000
4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,670000
10,75000,Dealer,Petrol,Manual,20.36,1197,78.9,5,345000
4,22000,Individual,Petrol,Manual,17.01,1591,121.3,5,875000
6,59636,Dealer,Diesel,Manual,23.0,1498,98.96,5,731000
3,8300,Individual,Petrol,Manual,23.1,998,67.04,5,450000
10,94000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000
6,87000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2480000
5,60000,Individual,Petrol,Automatic,18.9,1197,81.86,5,400000
7,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000
10,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,295000
6,50000,Individual,Diesel,Manual,24.0,1120,70.0,5,470000
10,79345,Dealer,Petrol,Manual,15.37,1196,73.0,7,235000
5,103092,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
7,134000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1200000
13,90000,Individual,LPG,Manual,17.3,1061,57.5,5,190000
9,57390,Dealer,Petrol,Manual,20.36,1197,78.9,5,382000
4,49000,Dealer,Diesel,Manual,19.3,1248,73.9,5,715000
12,79497,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
7,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,444000
3,35093,Dealer,Diesel,Manual,27.28,1047,69.0,5,440000
4,46497,Dealer,Petrol,Automatic,18.0,1497,117.6,5,930000
5,40000,Individual,Petrol,Manual,18.16,1196,86.8,5,400000
2,7000,Individual,Petrol,Manual,19.5,1199,88.76,5,715000
3,15000,Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
2,5000,Individual,Petrol,Manual,20.3,1086,68.0,5,450000
10,40000,Individual,Petrol,Manual,20.92,998,67.1,5,240000
7,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
11,50000,Individual,Petrol,Manual,20.92,998,67.1,5,225000
10,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,400000
6,72477,Dealer,Petrol,Manual,16.47,1198,74.0,5,465000
9,23000,Dealer,Diesel,Manual,21.9,1396,88.76,5,435000
5,45000,Individual,Petrol,Manual,25.17,799,53.3,5,225000
8,64529,Dealer,Petrol,Manual,18.6,1197,85.8,5,400000
2,19000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1035000
2,15000,Individual,Diesel,Manual,26.32,1498,93.87,5,870000
12,50000,Individual,Petrol,Manual,17.0,1197,80.0,5,300000
9,122628,Dealer,Diesel,Manual,20.54,1598,103.6,5,320000
3,21450,Dealer,Petrol,Manual,18.16,1196,86.8,5,585000
2,10000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1150000
5,57000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1075000
7,72806,Dealer,Diesel,Manual,20.34,1498,103.2,5,611000
5,40000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000
4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
4,25000,Individual,Petrol,Automatic,18.0,1497,117.3,5,1100000
4,43000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1050000
9,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1400000
4,40728,Dealer,Diesel,Manual,22.0,1582,126.2,5,850000
14,82000,Dealer,Petrol,Manual,13.9,1599,103.2,5,245000
11,107600,Dealer,Diesel,Manual,17.8,1248,75.0,5,400000
6,56453,Dealer,Diesel,Manual,13.6,2523,63.0,7,650000
11,97845,Dealer,Diesel,Manual,21.27,1396,88.76,5,320000
7,25932,Dealer,Petrol,Manual,21.79,998,67.05,5,382000
4,32000,Dealer,Petrol,Manual,23.84,1199,84.0,5,480000
13,110000,Individual,Diesel,Manual,17.8,1248,75.0,5,220000
10,58733,Dealer,Diesel,Manual,20.54,1598,103.6,5,385000
4,43000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,730000
10,68000,Individual,Diesel,Manual,20.0,1399,68.0,5,230000
6,67500,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000
11,140000,Individual,Diesel,Manual,16.2,1493,110.0,5,350000
5,65067,Dealer,Petrol,Automatic,17.21,1197,103.5,5,723000
5,32615,Dealer,Diesel,Manual,23.9,1582,126.2,5,850000
8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000
1,3960,Dealer,Petrol,Automatic,22.0,999,67.0,5,550000
8,114000,Dealer,Diesel,Manual,20.54,1598,103.6,5,425000
11,80000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
4,80000,Individual,Petrol,Manual,24.7,796,47.3,5,280000
8,153000,Dealer,Diesel,Manual,19.01,1461,108.45,5,550000
5,66325,Dealer,Diesel,Manual,27.3,1498,98.6,5,625000
7,63200,Dealer,Diesel,Manual,25.1,1498,98.6,5,785000
7,87832,Dealer,Diesel,Manual,25.2,1248,74.0,5,460000
4,54300,Dealer,Petrol,Manual,20.89,1197,81.8,5,525000
4,38991,Dealer,Diesel,Manual,25.2,1248,74.0,5,670000
3,5500,Dealer,Petrol,Manual,17.0,1591,121.3,5,1045000
7,76000,Individual,Petrol,Manual,16.02,1373,93.7,7,450000
3,45000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
8,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
4,60000,Dealer,Diesel,Manual,26.59,1248,74.0,5,725000
3,30202,Individual,Petrol,Manual,20.62,1198,67.0,7,390000
10,73704,Dealer,Diesel,Manual,23.4,1248,74.0,5,380000
11,98499,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
4,19971,Dealer,Petrol,Automatic,21.79,998,67.05,5,450000
2,20000,Dealer,Petrol,Manual,22.0,1197,81.8,5,625000
5,76000,Dealer,Diesel,Manual,13.6,2523,63.0,9,590000
4,65000,Individual,Diesel,Manual,24.52,1248,88.5,7,950000
6,70000,Individual,Petrol,Manual,22.74,796,47.3,5,300000
4,50000,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000
9,97000,Dealer,Diesel,Automatic,22.32,1582,126.3,5,480000
6,90000,Individual,Diesel,Manual,26.59,1248,74.0,5,600000
4,34000,Dealer,Petrol,Automatic,24.04,999,67.0,5,395000
4,91000,Dealer,Diesel,Manual,28.4,1248,74.0,5,725000
7,39000,Individual,Petrol,Manual,18.9,1197,82.0,5,410000
7,32000,Dealer,Diesel,Manual,20.34,1498,103.2,5,725000
3,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,911000
6,63348,Dealer,Diesel,Manual,19.3,1248,73.9,5,650000
5,143210,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1275000
10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5,310000
4,115000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
8,63000,Dealer,Diesel,Manual,21.9,1396,88.76,5,465000
2,10250,Dealer,Petrol,Manual,19.5,1199,88.76,5,680000
6,50000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
11,122661,Individual,Petrol,Manual,16.2,1599,103.2,5,150000
4,28500,Dealer,Petrol,Automatic,20.51,998,67.0,5,525000
3,40000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1580000
2,15000,Individual,Petrol,Manual,17.0,1197,108.6,5,1000000
8,33000,Dealer,Diesel,Automatic,17.09,1995,218.0,5,2500000
5,63359,Dealer,Petrol,Automatic,20.51,998,67.0,5,360000
4,90000,Dealer,Diesel,Manual,20.34,1498,103.2,5,725000
6,78000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1020000
7,35000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
8,113000,Dealer,Diesel,Manual,22.32,1582,126.32,5,630000
14,52487,Dealer,Diesel,Automatic,11.0,2987,198.5,5,1050000
6,41139,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
8,191542,Dealer,Diesel,Manual,21.9,1396,88.76,5,300000
5,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,700000
9,82164,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000
5,49000,Dealer,Petrol,Manual,20.4,1197,83.11,5,500000
9,100000,Individual,Petrol,Manual,17.0,1197,80.0,5,360000
3,35000,Individual,Diesel,Manual,17.3,1497,121.0,8,1200000
7,90000,Individual,Petrol,Manual,15.04,1598,103.2,5,400000
6,80000,Individual,Diesel,Manual,20.45,1461,83.8,5,630000
12,81297,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1000000
3,43000,Dealer,Diesel,Manual,24.0,1186,73.97,5,370000
8,40000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,1800000
15,99900,Dealer,Petrol,Automatic,8.45,2979,321.0,5,925000
4,50000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,6750000
9,63000,Dealer,Diesel,Manual,20.0,1399,68.05,5,210000
2,10000,Individual,Petrol,Manual,23.95,998,67.05,5,373000
3,33000,Dealer,Petrol,Manual,21.21,1197,81.8,5,655000
7,120000,Individual,Diesel,Automatic,11.79,2179,120.0,8,700000
18,198565,Individual,Diesel,Manual,10.5,2179,120.0,8,150000
7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,295000
3,16000,Dealer,Petrol,Manual,23.84,1199,84.0,5,525000
2,25000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
2,40000,Individual,Petrol,Automatic,13.0,1591,121.3,5,1280000
4,16303,Dealer,Petrol,Manual,25.17,799,53.3,5,350000
3,29307,Dealer,Diesel,Manual,25.5,1498,98.6,5,875000
2,99000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1175000
6,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,400000
5,13900,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2300000
3,31000,Dealer,Petrol,Manual,21.21,1197,81.8,5,675000
5,68193,Dealer,Diesel,Manual,28.09,1248,88.5,5,760000
3,90000,Individual,Diesel,Manual,16.0,2179,140.0,7,1500000
4,35000,Dealer,Petrol,Manual,21.79,998,67.05,5,450000
5,45000,Dealer,Petrol,Manual,21.4,1197,83.1,5,610000
5,49349,Dealer,Diesel,Manual,24.8,1396,88.7,5,720000
5,88099,Dealer,Petrol,Manual,17.4,1497,117.6,5,620000
3,25000,Dealer,Petrol,Manual,17.4,1497,117.6,5,870000
9,59000,Dealer,Petrol,Manual,18.9,998,67.0,5,265000
15,75472,Dealer,Petrol,Manual,14.0,1061,64.0,5,170000
3,7400,Individual,Diesel,Manual,24.0,1186,73.97,5,625000
1,10000,Individual,Petrol,Automatic,19.56,1197,81.8,5,825000
3,35000,Dealer,Petrol,Manual,24.7,796,47.3,5,320000
11,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,208000
6,48015,Dealer,Diesel,Manual,25.83,1498,99.0,5,495000
2,32400,Dealer,Diesel,Manual,13.68,2393,147.51,7,1751000
3,46000,Dealer,Diesel,Manual,28.4,1248,74.0,5,825000
7,80000,Dealer,Petrol,Manual,15.04,1598,103.2,5,470000
12,220000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000
1,5000,Individual,Petrol,Manual,21.01,1197,81.8,5,557000
2,10000,Individual,Diesel,Automatic,22.69,1995,190.0,5,4500000
1,2000,Dealer,Petrol,Manual,15.37,1196,73.0,5,437000
5,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,624000
18,133000,Dealer,Diesel,Manual,18.7,1896,66.0,5,275000
4,57241,Dealer,Diesel,Manual,27.39,1248,74.0,5,680000
3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
10,89000,Individual,Diesel,Automatic,16.2,2993,258.0,5,2000000
5,39000,Dealer,Petrol,Automatic,10.8,1999,237.4,5,2950000
5,57437,Dealer,Diesel,Manual,22.54,1396,88.73,5,679000
6,140000,Individual,Diesel,Manual,26.59,1248,74.0,5,565000
4,40000,Individual,Diesel,Manual,25.5,1498,98.6,5,775000
6,96000,Individual,Diesel,Manual,20.14,1498,88.8,5,525000
4,20000,Individual,Diesel,Manual,20.14,1498,88.0,5,725000
9,58000,Dealer,Petrol,Manual,18.9,998,67.1,5,310000
4,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,550000
5,72000,Dealer,Diesel,Automatic,22.15,1498,108.6,5,735000
4,18600,Individual,Petrol,Manual,20.4,1197,81.8,5,562000
4,140000,Individual,Diesel,Manual,23.0,1498,98.96,5,800000
4,52300,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1325000
3,50000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
11,160000,Individual,Diesel,Manual,10.5,2609,120.0,7,300000
6,86000,Dealer,Diesel,Manual,12.8,2494,102.0,7,1345000
7,51000,Dealer,Petrol,Automatic,19.23,1598,98.0,5,1800000
3,22000,Dealer,Petrol,Automatic,14.8,1591,121.3,5,1350000
11,96714,Dealer,Diesel,Automatic,11.0,2993,235.0,5,1375000
1,1000,Individual,Petrol,Manual,21.21,1197,81.8,5,775000
5,48000,Dealer,Petrol,Manual,23.95,998,67.05,5,311000
6,79225,Dealer,Diesel,Manual,24.0,1120,70.0,5,469000
2,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,700000
7,71000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1050000
8,67000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,429000
9,35000,Individual,Diesel,Manual,12.8,2494,102.0,7,1175000
7,103431,Dealer,Diesel,Manual,24.0,1120,70.0,5,345000
4,43000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,795000
8,56194,Dealer,Petrol,Manual,19.0,1197,85.8,5,430000
3,48622,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
6,55000,Dealer,Petrol,Manual,18.6,1197,81.83,5,499000
4,33070,Dealer,Petrol,Manual,20.51,998,67.04,5,460000
8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000
9,66000,Dealer,Diesel,Manual,20.5,1598,103.5,5,450000
12,64321,Dealer,Petrol,Manual,21.79,998,67.05,5,235000
9,15000,Individual,Petrol,Manual,20.92,998,67.1,5,200000
9,60000,Individual,Diesel,Manual,13.0,2982,168.5,7,1260000
5,89000,Dealer,Diesel,Manual,26.59,1248,74.0,5,685000
6,43937,Dealer,Petrol,Manual,19.1,1197,85.8,5,570000
9,96888,Dealer,Diesel,Automatic,22.32,1582,126.3,5,550000
10,70000,Individual,Diesel,Manual,13.6,2523,63.0,7,400000
7,162000,Individual,Diesel,Manual,12.99,2494,100.6,7,750000
3,12000,Dealer,Petrol,Manual,17.1,1496,105.5,5,1275000
2,57000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000
4,60000,Individual,Diesel,Manual,15.96,2523,62.1,7,690000
10,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,325000
4,39000,Dealer,Petrol,Automatic,17.01,1591,121.3,5,790000
2,35000,Individual,Petrol,Manual,23.95,998,67.05,5,380000
4,50000,Dealer,Diesel,Manual,16.5,1493,70.0,7,775000
5,85000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000
11,300000,Individual,Diesel,Manual,18.7,1896,66.0,5,400000
4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,548000
3,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,920000
4,75823,Dealer,Diesel,Manual,28.4,1248,74.0,5,635000
4,89000,Dealer,Diesel,Manual,22.54,1396,88.73,5,690000
6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
7,60000,Individual,Petrol,Manual,16.47,1198,74.0,5,312000
4,38731,Dealer,Petrol,Manual,20.73,1373,91.1,5,765000
5,54000,Dealer,Diesel,Manual,26.0,1498,98.6,5,750000
3,39852,Dealer,Diesel,Manual,28.4,1248,74.0,5,725000
11,83000,Dealer,Petrol,Manual,16.1,1197,85.0,5,335000
4,32940,Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
4,77000,Individual,Diesel,Manual,20.14,1498,88.0,5,600000
5,95500,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
6,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,520000
7,56000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1020000
4,23450,Individual,Diesel,Manual,16.3,1956,170.0,5,1500000
5,80000,Individual,Petrol,Manual,21.21,1197,81.8,5,390000
2,20000,Individual,Diesel,Manual,27.39,1248,74.0,5,750000
6,48000,Dealer,Diesel,Manual,27.62,793,47.0,5,475000
2,20410,Dealer,Petrol,Manual,17.0,1497,118.0,5,1140000
2,13000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1700000
5,77185,Dealer,Petrol,Manual,20.73,1373,91.1,5,600000
9,79433,Dealer,Petrol,Manual,23.95,998,67.05,5,273000
5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,465000
3,68000,Individual,Diesel,Manual,27.3,1498,98.6,5,725000
3,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
3,20100,Individual,Diesel,Manual,22.0,1582,126.2,5,850000
5,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,630000
7,170000,Individual,Diesel,Manual,25.1,1498,98.6,5,600000
2,6000,Dealer,Petrol,Manual,18.9,1197,81.86,5,576000
2,17000,Dealer,Petrol,Manual,19.5,1199,88.76,5,595000
7,35000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
6,20000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,3500000
6,87194,Dealer,Diesel,Manual,28.4,1248,74.02,5,575000
2,15000,Individual,Petrol,Manual,25.17,799,53.3,5,380000
9,53270,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000
7,80000,Individual,Diesel,Manual,15.96,2523,63.0,9,465000
6,41953,Dealer,Petrol,Automatic,17.21,1197,103.6,5,670000
6,49199,Dealer,Diesel,Manual,22.77,1498,98.59,5,650000
4,56352,Dealer,Diesel,Automatic,28.4,1248,74.02,5,750000
2,12000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000
3,20000,Individual,Petrol,Manual,18.6,1197,81.83,5,598000
6,44566,Dealer,Diesel,Manual,25.83,1498,99.0,5,580000
4,59934,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000
3,1830,Dealer,Petrol,Manual,22.7,799,53.64,5,360000
4,25000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
10,79815,Dealer,Diesel,Manual,28.4,1248,74.0,5,400000
11,140000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1150000
4,45000,Dealer,Petrol,Manual,16.1,1197,85.0,5,568000
11,60000,Individual,Petrol,Manual,17.0,1197,80.0,5,350000
8,79000,Dealer,Diesel,Manual,12.05,2179,120.0,8,775000
9,37453,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000
4,85000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1650000
5,86000,Dealer,Diesel,Manual,28.09,1248,88.5,5,640000
7,53000,Dealer,Diesel,Manual,24.0,1120,70.0,5,480000
5,95321,Dealer,Diesel,Manual,23.9,1582,126.32,5,675000
6,100000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000
8,51203,Dealer,Petrol,Manual,20.92,998,67.1,5,280000
3,23900,Dealer,Diesel,Manual,24.3,1248,88.5,5,1000000
14,30000,Individual,Petrol,Manual,19.7,796,46.3,5,120000
8,110000,Dealer,Diesel,Manual,22.7,1498,89.84,5,549000
12,84251,Dealer,Petrol,Automatic,19.2,1197,80.0,5,290000
9,67000,Individual,Diesel,Manual,11.57,2179,138.1,7,400000
3,80000,Individual,Diesel,Manual,13.68,2393,147.8,7,2000000
3,55000,Individual,Diesel,Manual,15.96,2523,63.0,9,800000
4,28000,Individual,Petrol,Manual,17.0,1497,121.36,5,600000
8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,487000
5,60000,Individual,Diesel,Manual,27.28,1047,69.0,5,400000
8,63000,Dealer,Diesel,Manual,21.9,1396,88.76,5,460000
8,110000,Individual,Diesel,Manual,14.0,2179,138.1,7,500000
9,24000,Dealer,Petrol,Automatic,17.33,1998,189.08,4,1750000
3,25000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
3,20773,Dealer,Petrol,Manual,18.6,1197,81.83,5,700000
6,30000,Individual,Petrol,Manual,22.74,796,47.3,5,255000
4,35668,Dealer,Petrol,Automatic,23.95,998,67.1,5,369000
6,69000,Dealer,Diesel,Manual,22.77,1498,98.59,5,581000
5,70000,Dealer,Diesel,Manual,24.0,1186,73.97,5,500000
4,79874,Dealer,Diesel,Automatic,28.4,1248,74.02,5,650000
8,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,451000
5,87500,Individual,Diesel,Manual,25.32,1198,77.0,6,350000
8,120000,Individual,Diesel,Manual,20.0,1399,68.1,5,230000
4,34996,Dealer,Petrol,Manual,19.4,1194,94.93,5,450000
3,60000,Individual,Diesel,Automatic,28.4,1248,74.0,5,650000
13,60000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,350000
3,9095,Dealer,Petrol,Manual,18.9,1197,81.86,5,579000
3,19026,Dealer,Diesel,Manual,21.5,1497,108.5,5,1000000
4,34834,Dealer,Petrol,Manual,20.73,1373,91.1,5,750000
4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,630000
4,25000,Individual,Diesel,Manual,24.7,1047,69.0,5,550000
2,85000,Individual,Petrol,Manual,24.7,796,47.3,5,330000
8,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,350000
9,155000,Individual,Diesel,Manual,21.9,1396,88.76,5,380000
7,89755,Dealer,Diesel,Manual,22.7,1498,89.84,5,711000
9,40000,Individual,Diesel,Manual,21.27,1396,88.76,5,570000
4,43330,Dealer,Diesel,Manual,21.5,1497,108.5,5,830000
6,73000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1050000
10,60000,Dealer,Petrol,Automatic,14.4,1598,103.6,5,385000
11,70000,Individual,Diesel,Manual,19.7,1598,103.6,5,235000
4,1198,Dealer,Petrol,Automatic,12.0,1991,184.0,5,5743000
8,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,700000
