model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Vento,2,4200,Dealer,Petrol,Manual,15.04,1598,103.2,5,875000
i20,3,39000,Dealer,Petrol,Manual,18.6,1197,81.83,5,795000
Alto,5,26000,Dealer,CNG,Manual,30.46,796,47.3,5,280000
Freestyle,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000
Polo,10,62000,Dealer,Petrol,Manual,16.47,1198,73.9,5,315000
Swift Dzire,3,115000,Individual,CNG,Manual,26.55,1197,81.8,5,450000
Grand,4,37903,Dealer,Petrol,Manual,18.9,1197,81.86,5,643000
X4,2,14000,Dealer,Petrol,Automatic,11.31,1998,252.0,5,5700000
Verna,14,70000,Individual,Petrol,Manual,13.9,1599,103.2,5,125000
i20,3,8000,Dealer,Petrol,Manual,18.6,1197,81.83,5,775000
City,5,27000,Dealer,Petrol,Manual,16.8,1497,116.3,5,765000
Swift Dzire,7,57000,Individual,Diesel,Manual,23.4,1248,74.0,5,420000
Scorpio,5,44000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1050000
Swift,9,100000,Dealer,Diesel,Manual,28.4,1248,74.0,5,450000
Tigor,3,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,535000
Celerio,4,39000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000
Grand,2,8000,Dealer,Petrol,Manual,18.9,1197,81.86,5,635000
Swift,6,65100,Dealer,Diesel,Manual,25.2,1248,74.0,5,520000
Alto,8,32000,Dealer,Petrol,Manual,23.95,998,67.05,5,240000
Swift Dzire,6,52000,Dealer,Petrol,Manual,17.5,1197,85.8,5,425000
Wagon R,8,140000,Individual,CNG,Manual,26.6,998,58.16,5,275000
Wagon R,5,44000,Dealer,Petrol,Automatic,20.51,998,67.0,5,340000
Baleno,4,6700,Individual,Petrol,Manual,21.4,1197,83.1,5,650000
Innova,4,130000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1645000
Verna,8,120000,Individual,Diesel,Manual,22.32,1582,126.3,5,375000
Wagon R,14,53000,Dealer,Petrol,Manual,21.79,998,67.05,5,175000
i20,3,40000,Individual,Diesel,Manual,22.54,1396,88.73,5,620000
Ciaz,3,10900,Individual,Petrol,Automatic,19.12,1373,91.1,5,920000
i20,6,42101,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,480000
A4,5,55000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,1850000
i20,7,71000,Dealer,Diesel,Manual,21.27,1396,88.76,5,550000
Rapid,5,50000,Dealer,Petrol,Manual,15.0,1598,103.52,5,570000
Fortuner,12,260000,Individual,Diesel,Manual,11.5,2982,171.0,7,723000
Wagon R,7,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,315000
Scorpio,3,40000,Individual,Diesel,Manual,16.36,2179,140.0,7,1200000
Ertiga,8,30000,Dealer,Petrol,Manual,16.02,1373,93.7,7,580000
RediGO,2,10000,Individual,Petrol,Manual,22.7,799,53.64,5,320000
Alto,7,44000,Dealer,CNG,Manual,30.46,796,47.3,5,275000
Ecosport,3,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,870000
Innova,4,50000,Dealer,Diesel,Automatic,11.36,2755,171.5,8,1600000
Innova,5,90000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1750000
Jazz,3,59000,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000
Carnival,1,7000,Dealer,Diesel,Automatic,14.11,2199,197.2,7,3250000
Creta,6,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,875000
Rapid,5,22500,Individual,Diesel,Manual,21.14,1498,103.52,5,600000
CLS,10,70000,Dealer,Diesel,Automatic,19.4,2143,204.0,4,1100000
7,3,50000,Individual,Diesel,Automatic,16.77,2993,261.49,5,8500000
City,12,75000,Dealer,Petrol,Manual,17.0,1497,118.0,5,300000
E-Class,9,48000,Dealer,Diesel,Automatic,10.0,2148,170.0,5,1075000
Swift Dzire,4,81000,Dealer,Petrol,Manual,20.85,1197,83.14,5,625000
Ertiga,8,80000,Dealer,Diesel,Manual,20.77,1248,88.8,7,711000
Ciaz,4,55000,Dealer,Diesel,Manual,26.21,1248,88.5,5,715000
Nexon,3,27000,Dealer,Diesel,Manual,21.5,1497,108.5,5,751000
Swift Dzire,6,26500,Individual,Petrol,Manual,20.85,1197,83.14,5,450000
Santro,2,4540,Dealer,Petrol,Automatic,20.3,1086,68.07,5,580000
City,7,63000,Dealer,Petrol,Manual,17.0,1497,118.0,5,275000
Vento,6,44300,Dealer,Petrol,Automatic,16.93,1197,103.2,5,625000
Swift,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
Baleno,3,20000,Dealer,Petrol,Manual,21.01,1197,81.8,5,570000
Innova,11,125000,Individual,Diesel,Manual,12.8,2494,102.0,7,550000
Swift Dzire,6,38000,Dealer,Petrol,Manual,21.21,1197,81.8,5,530000
Polo,7,71000,Dealer,Petrol,Manual,16.47,1198,74.0,5,330000
Hector,1,1000,Dealer,Petrol,Manual,15.81,1451,141.0,5,1490000
Vitara,5,64000,Dealer,Diesel,Manual,24.3,1248,88.5,5,725000
Vitara,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
Wagon R,6,33766,Dealer,Petrol,Manual,20.51,998,67.04,5,372000
C-Class,13,99000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,995000
i20,4,27000,Individual,Petrol,Manual,18.6,1197,81.83,5,575000
Bolero,8,104000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
Figo,6,34500,Dealer,Petrol,Manual,15.6,1196,70.0,5,335000
Rapid,5,675000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,675000
Swift,13,75900,Individual,Petrol,Manual,16.1,1298,88.2,5,240000
i20,5,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,554000
Alto,6,29437,Trustmark Dealer,Petrol,Manual,22.74,796,47.3,5,265000
i10,13,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000
Camry,5,85000,Dealer,Petrol,Automatic,19.16,2487,214.5,5,1850000
Ciaz,4,25000,Individual,Diesel,Manual,28.09,1248,88.5,5,780000
S-Class,10,82000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,2450000
Ciaz,4,21000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,795000
i20,4,20000,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
A4,8,33000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1349000
Swift,8,105000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000
3,10,32000,Dealer,Diesel,Automatic,16.07,1995,181.0,4,900000
XUV500,9,200000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
5,13,70000,Individual,Diesel,Automatic,16.73,2495,218.0,5,550000
Tiago,4,42000,Dealer,Diesel,Manual,27.28,1047,69.0,5,435000
Baleno,5,27000,Dealer,Petrol,Manual,21.4,1197,83.1,5,585000
Amaze,7,52000,Dealer,Petrol,Manual,18.0,1198,86.7,5,375000
City,18,40000,Individual,Petrol,Manual,13.0,1493,100.0,0,115000
3,7,52500,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1875000
Octavia,5,80500,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1600000
Amaze,8,29500,Dealer,Diesel,Manual,25.8,1498,98.6,5,450000
Ecosport,6,75911,Dealer,Diesel,Manual,22.7,1498,89.84,5,690000
Wagon R,8,63000,Dealer,CNG,Manual,32.52,998,58.33,5,250000
Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,355000
X3,7,66000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2195000
Grand,6,38597,Dealer,Diesel,Manual,24.0,1120,70.0,5,491000
Fortuner,7,77000,Dealer,Diesel,Manual,12.55,2982,168.5,7,1500000
XUV300,2,20000,Individual,Diesel,Manual,20.0,1497,115.0,5,1030000
Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,685000
Ecosport,3,40000,Individual,Petrol,Manual,17.0,1497,121.31,5,860000
XUV500,9,135000,Individual,Diesel,Manual,15.1,2179,140.0,7,525000
Fortuner,3,70000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000
Ecosport,8,60000,Dealer,Petrol,Manual,18.88,999,123.37,5,610000
Alto,5,45000,Dealer,CNG,Manual,30.46,796,47.3,5,350000
Ecosport,6,110000,Individual,Diesel,Manual,22.77,1498,98.59,5,600000
Grand,5,34000,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000
Jazz,12,50000,Dealer,Petrol,Manual,16.0,1198,90.0,5,299000
Ecosport,5,56393,Dealer,Diesel,Manual,22.77,1498,98.59,5,700000
Rapid,7,50000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,580000
Figo,11,82000,Dealer,Diesel,Manual,20.0,1399,68.0,5,211000
Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,173000
Polo,8,60000,Individual,Diesel,Manual,22.07,1199,73.9,5,400000
Q7,12,67000,Individual,Diesel,Automatic,12.07,2967,241.4,7,1000000
X3,1,34000,Dealer,Diesel,Automatic,18.56,1995,190.0,5,3500000
X1,8,102007,Dealer,Diesel,Automatic,20.68,1995,188.0,5,1350000
Swift Dzire,6,59000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
Ciaz,5,115000,Dealer,Diesel,Manual,28.09,1248,88.5,5,655000
City,2,23000,Individual,Petrol,Manual,17.4,1497,117.6,5,960000
Baleno,3,19000,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000
Wagon R,5,29000,Individual,Petrol,Automatic,20.51,998,67.0,5,365000
Tiago,4,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000
Fortuner,10,75000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1099000
i20,3,68729,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
Alto,6,90145,Dealer,Petrol,Manual,22.74,796,47.3,5,290000
Fortuner,2,33000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
Grand,6,46900,Dealer,Petrol,Automatic,18.9,1197,82.0,5,461000
City,6,120000,Individual,Diesel,Manual,25.1,1498,98.6,5,787000
Polo,6,43000,Dealer,Petrol,Manual,17.24,1198,73.9,5,600000
Verna,4,19000,Individual,Petrol,Manual,17.0,1591,121.3,5,900000
D-Max,4,51000,Individual,Diesel,Manual,12.4,2499,134.0,5,1250000
Alto,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,255000
i20,5,75000,Individual,Petrol,Manual,18.6,1197,81.83,5,525000
Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,890000
Superb,7,84000,Dealer,Diesel,Automatic,17.2,1968,138.08,5,1040000
X-Trail,9,95000,Dealer,Diesel,Manual,14.42,1995,147.6,5,595000
Rapid,6,40418,Dealer,Petrol,Automatic,14.3,1598,103.52,5,575000
Grand,4,30000,Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,450000
Swift,5,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,600000
Wagon R,6,40000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
Amaze,6,28000,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
Swift,7,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,458000
Ecosport,3,9929,Trustmark Dealer,Petrol,Manual,17.0,1497,121.36,5,750000
Swift,3,59311,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
KWID,3,8000,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
Wagon R,4,29852,Dealer,CNG,Manual,26.6,998,58.16,5,431000
Swift,2,8043,Trustmark Dealer,Petrol,Automatic,22.0,1197,81.8,5,675000
KWID,5,42000,Dealer,Petrol,Manual,25.17,799,53.3,5,295000
Verna,7,106000,Dealer,Petrol,Manual,17.01,1591,121.3,5,675000
XUV500,4,90000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1225000
Bolero,7,30000,Individual,Diesel,Manual,15.96,2523,62.1,7,575000
i10,7,89800,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
Swift,8,71000,Individual,Petrol,Manual,18.6,1197,85.8,5,470000
Vitara,3,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,745000
Verna,7,40000,Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
E-Class,11,70599,Dealer,Diesel,Automatic,14.21,2143,203.0,5,875000
i20,2,13230,Dealer,Petrol,Manual,18.6,1197,81.86,5,772000
Celerio,4,60000,Dealer,Petrol,Automatic,23.1,998,67.04,5,530000
Grand,5,60000,Individual,Diesel,Manual,24.0,1120,70.0,5,400000
i20,7,54159,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,410000
i10,12,84251,Dealer,Petrol,Automatic,19.2,1197,80.0,5,290000
KUV,5,72000,Dealer,Diesel,Manual,25.32,1198,77.0,6,475000
Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,500000
City,11,86245,Dealer,Petrol,Manual,17.0,1497,118.0,5,305000
Tiago,4,51171,Dealer,Diesel,Manual,27.28,1047,69.0,5,400000
Swift,5,45000,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
Endeavour,3,49000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,3150000
A4,4,45500,Individual,Diesel,Automatic,18.25,1968,187.74,5,2800000
Swift Dzire,10,64000,Dealer,Diesel,Manual,19.3,1248,73.9,5,395000
Baleno,4,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,620000
Celerio,3,15000,Individual,Petrol,Manual,23.1,998,67.04,5,425000
XUV500,7,85000,Dealer,Diesel,Manual,15.1,2179,140.0,7,850000
i20,8,15000,Individual,Petrol,Manual,18.5,1197,82.9,5,375000
KWID,1,5000,Individual,Petrol,Automatic,24.04,999,67.0,5,472000
3,10,95000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1125000
Scorpio,7,51400,Dealer,Diesel,Manual,15.4,1997,120.0,7,895000
Swift Dzire,6,45000,Dealer,Diesel,Manual,19.3,1248,73.9,5,615000
Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,350000
Vento,6,53837,Dealer,Petrol,Automatic,16.93,1197,103.2,5,575000
Ertiga,4,45000,Dealer,Petrol,Manual,19.34,1462,103.0,7,745000
Grand,3,53546,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,485000
Freestyle,3,40000,Individual,Petrol,Manual,19.0,1194,94.68,5,600000
Swift,9,78231,Dealer,Diesel,Manual,22.9,1248,74.0,5,495000
Swift Dzire,3,30000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
Scorpio,12,80000,Dealer,Diesel,Manual,12.05,2179,120.0,8,400000
XUV500,8,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,544000
KUV,5,11800,Dealer,Diesel,Manual,25.32,1198,77.0,5,450000
Jazz,9,46967,Dealer,Petrol,Manual,16.7,1198,88.8,5,259000
Grand,7,48000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,345000
Hexa,4,50000,Individual,Diesel,Automatic,17.6,2179,153.86,7,1223000
Rapid,6,82000,Dealer,Diesel,Manual,21.14,1498,103.52,5,530000
Ciaz,6,63000,Dealer,Diesel,Manual,28.09,1248,88.5,5,595000
Celerio,5,30000,Individual,Petrol,Automatic,23.1,998,67.04,5,500000
Baleno,2,9000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
Ecosport,8,80150,Dealer,Petrol,Manual,15.8,1499,110.0,5,500000
Verna,8,83000,Dealer,Petrol,Automatic,15.74,1591,121.3,5,500000
i10,10,78000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000
Swift Dzire,10,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,320000
Ertiga,9,58000,Dealer,Diesel,Manual,20.77,1248,88.76,7,395000
XUV500,7,170000,Individual,Diesel,Manual,15.1,2179,140.0,7,825000
KWID,5,30000,Dealer,Petrol,Manual,22.3,799,53.26,5,375000
City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000
Grand,5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000
Vento,5,43000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,690000
Ecosport,2,57000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000
Vento,7,52455,Dealer,Diesel,Manual,20.54,1598,103.6,5,565000
7,3,16000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,8200000
Grand,3,25000,Individual,Petrol,Automatic,18.9,1197,81.86,5,480000
Verna,9,67000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,650000
Cayenne,9,82000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,2575000
Creta,3,40000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1295000
Compass,4,43726,Dealer,Diesel,Manual,17.1,1956,173.0,5,1625000
Hector,1,4800,Dealer,Petrol,Manual,15.81,1451,141.0,5,1800000
Ciaz,5,72000,Dealer,Diesel,Manual,28.09,1248,88.5,5,560000
Amaze,3,40079,Dealer,Petrol,Manual,18.6,1199,88.76,5,780000
Figo,11,51060,Dealer,Diesel,Manual,20.0,1399,68.0,5,280000
Rover,5,114000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,2900000
CR,4,75000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1750000
3,6,87000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2480000
City,3,20000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1245000
City,3,15000,Dealer,Petrol,Manual,17.4,1497,117.3,5,844000
CR-V,11,137000,Dealer,Petrol,Manual,10.8,2354,152.0,5,535000
Creta,4,48000,Dealer,Diesel,Manual,19.67,1582,126.2,5,990000
Elantra,8,60000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,750000
Seltos,2,13000,Dealer,Petrol,Manual,16.8,1497,113.4,5,1140000
City,9,72000,Dealer,Petrol,Manual,17.0,1497,118.0,5,450000
XUV500,6,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,650000
Hexa,3,44489,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1365000
Marazzo,3,35000,Individual,Diesel,Manual,17.3,1497,121.0,8,1200000
Jazz,3,15000,Dealer,Petrol,Automatic,19.0,1199,88.7,5,725000
Wagon R,15,37000,Dealer,Petrol,Manual,21.79,998,67.05,5,135000
Celerio,4,32388,Dealer,Petrol,Automatic,21.63,998,67.04,5,470000
i20,3,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,725000
Ecosport,3,5000,Individual,Petrol,Manual,17.0,1497,121.36,5,850000
Tiago,3,2500,Dealer,Petrol,Automatic,23.84,1199,84.0,5,495000
Wagon R,3,16631,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,410000
Bolero,6,170000,Individual,Diesel,Manual,15.96,2523,62.1,7,520000
Grand,7,40000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000
XUV500,9,74000,Dealer,Diesel,Manual,15.1,2179,140.0,7,775000
Alto,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,265000
Innova,9,70000,Dealer,Diesel,Manual,12.99,2494,100.0,7,575000
Verna,8,70000,Individual,Petrol,Manual,17.01,1591,121.3,5,430000
Ecosport,8,71000,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
Verna,3,14000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1250000
Polo,3,15000,Individual,Petrol,Manual,18.78,999,75.0,5,595000
Wagon R,1,7640,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5,460000
Fortuner,4,66000,Individual,Diesel,Manual,14.24,2755,174.5,7,2500000
Swift Dzire,11,70000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
Ecosport,2,18500,Individual,Petrol,Manual,17.0,1497,121.31,5,950000
3,5,46000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,2650000
i20,6,31000,Dealer,Diesel,Manual,22.54,1396,88.73,5,480000
Swift,6,76448,Dealer,Diesel,Manual,22.9,1248,74.0,5,405000
Elantra,7,77000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,795000
C-Class,9,63000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1275000
Rapid,3,62600,Dealer,Diesel,Automatic,21.72,1498,108.6,5,1045000
Wagon R,4,10000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
Wagon R,3,32000,Dealer,CNG,Manual,33.54,998,67.04,5,485000
Amaze,7,43000,Dealer,Diesel,Manual,25.8,1498,98.6,5,299000
Wagon R,8,16000,Dealer,Petrol,Manual,20.51,998,67.04,5,299000
Alto,10,170000,Individual,Petrol,Manual,19.7,796,46.3,5,300000
Grand,7,71000,Dealer,Diesel,Manual,24.0,1120,70.0,5,400000
City,3,21000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1185000
Swift,5,28000,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000
Celerio,5,62000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415000
Verna,6,36619,Trustmark Dealer,Petrol,Manual,17.01,1591,121.3,5,625000
Thar,3,20000,Individual,Diesel,Manual,16.55,2498,105.0,6,900000
City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
i20,9,72200,Dealer,Diesel,Manual,21.9,1396,90.0,5,465000
Creta,4,100000,Individual,Diesel,Manual,21.38,1396,88.7,5,800000
Creta,2,65972,Individual,Diesel,Manual,20.5,1582,126.2,5,1360000
City,5,53000,Dealer,Petrol,Manual,16.8,1497,116.3,5,770000
XUV500,8,92000,Dealer,Diesel,Manual,15.1,2179,140.0,7,885000
Baleno,1,2085,Dealer,Petrol,Manual,21.01,1197,81.8,5,690000
Celerio,7,39000,Dealer,Petrol,Automatic,23.1,998,67.04,5,465000
Alto,6,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
A4,4,40000,Individual,Petrol,Automatic,17.84,1395,147.51,5,3100000
i20,7,94343,Dealer,Diesel,Manual,21.9,1396,88.76,5,465000
i20,10,50000,Dealer,Petrol,Manual,18.5,1197,80.0,5,275000
Aspire,6,42000,Dealer,Diesel,Manual,25.83,1498,99.0,5,475000
Swift,7,72000,Dealer,Diesel,Manual,28.4,1248,74.0,5,385000
A6,7,73000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000
Innova,10,100000,Individual,CNG,Manual,12.4,1998,132.0,8,380000
Swift,7,112795,Dealer,Diesel,Manual,25.2,1248,74.0,5,334000
i20,4,89823,Trustmark Dealer,Diesel,Manual,22.54,1396,88.73,5,690000
Ciaz,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5,730000
Grand,3,26800,Individual,Petrol,Automatic,18.9,1197,81.86,5,575000
Baleno,3,15000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,700000
i20,10,52000,Dealer,Petrol,Manual,18.5,1197,80.0,5,260000
Fortuner,9,86000,Individual,Diesel,Manual,12.55,2982,168.5,7,1250000
Innova,7,70000,Dealer,Diesel,Manual,12.8,2494,102.0,8,740000
Swift Dzire,6,40000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7,650000
Tiago,3,30000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
Alto,13,30000,Individual,Petrol,Manual,18.9,1061,47.0,5,180000
Polo,4,35000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,735000
WR-V,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000
Wagon R,9,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
Eeco,5,40000,Individual,Petrol,Manual,15.37,1196,73.0,5,310000
City,7,63000,Dealer,Diesel,Manual,26.0,1498,98.6,5,475000
i10,13,120000,Individual,Petrol,Manual,19.81,1086,68.05,5,105000
Bolero,8,22000,Dealer,Diesel,Manual,15.96,2523,62.1,7,850000
Wagon R,3,49697,Dealer,Petrol,Automatic,21.79,998,67.05,5,475000
Wagon R,6,60000,Individual,Petrol,Automatic,20.51,998,67.0,5,300000
Fortuner,9,134213,Dealer,Diesel,Manual,12.55,2982,168.5,7,1475000
i20,3,5436,Dealer,Petrol,Manual,18.6,1197,81.83,5,875000
Alto,4,9210,Dealer,Petrol,Manual,24.7,796,47.3,5,310000
Swift Dzire,3,18000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,750000
i20,5,70000,Individual,Diesel,Manual,22.54,1396,88.73,5,610000
Jazz,6,31000,Dealer,Petrol,Manual,18.7,1199,88.7,5,450000
S-Class,9,30000,Dealer,Diesel,Automatic,13.5,2987,254.79,5,3300000
Grand,4,37500,Dealer,Petrol,Manual,25.0,1197,82.0,5,485000
Wagon R,8,63000,Dealer,Petrol,Manual,21.79,998,67.05,5,330000
Swift Dzire,3,82935,Dealer,Diesel,Manual,26.59,1248,74.0,5,750000
Amaze,6,59962,Dealer,Petrol,Manual,18.0,1198,86.7,5,389000
City,4,40000,Individual,Petrol,Automatic,18.0,1497,117.3,5,940000
XUV500,5,55766,Dealer,Diesel,Manual,16.0,2179,140.0,7,1151000
Swift Dzire,13,78000,Dealer,Petrol,Manual,17.5,1298,85.8,5,250000
Rapid,9,74000,Dealer,Diesel,Manual,20.5,1598,103.5,5,385000
Ertiga,8,74000,Dealer,Diesel,Manual,20.77,1248,88.8,7,730000
Amaze,7,49000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000
Ertiga,7,55392,Dealer,CNG,Manual,22.8,1373,80.9,7,650000
Baleno,4,9000,Dealer,Petrol,Manual,21.4,1197,83.1,5,595000
Bolero,9,68000,Individual,Diesel,Manual,15.96,2523,62.1,7,400000
Ecosport,6,36490,Dealer,Diesel,Manual,21.7,1498,98.96,5,525000
ES,4,33000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
Baleno,6,63000,Dealer,Diesel,Manual,27.39,1248,74.0,5,510000
Swift,5,47000,Dealer,Petrol,Manual,20.4,1197,81.8,5,440000
Innova,4,82000,Individual,Diesel,Manual,13.68,2393,147.8,7,1580000
i20,7,75000,Dealer,Diesel,Manual,22.54,1396,88.73,5,530000
Celerio,4,44000,Individual,Petrol,Manual,23.1,998,67.04,5,410000
City,14,70000,Individual,Petrol,Manual,17.7,1497,78.0,5,350000
City,5,26000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,835000
Swift,7,60000,Dealer,Petrol,Manual,18.6,1197,85.8,5,350000
i20,5,62000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120.0,7,850000
Alto,9,57000,Individual,Petrol,Manual,19.7,796,46.3,5,180000
Grand,2,35166,Dealer,Petrol,Manual,18.9,1197,81.86,5,669000
XUV500,2,22360,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1475000
Swift Dzire,5,72300,Dealer,Diesel,Manual,28.4,1248,74.02,5,665000
WR-V,3,68368,Dealer,Diesel,Manual,25.5,1498,98.6,5,1010000
Swift Dzire,7,74326,Trustmark Dealer,Petrol,Manual,19.1,1197,85.8,5,400000
Ecosport,6,15000,Individual,Diesel,Manual,22.77,1498,98.59,5,770000
i20,6,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000
Wagon R,7,39264,Dealer,Petrol,Manual,20.51,998,67.06,5,450000
Freestyle,2,13400,Individual,Petrol,Manual,19.0,1194,94.68,5,721000
Superb,9,55200,Dealer,Petrol,Manual,13.14,1798,157.8,5,525000
Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,265000
Vento,6,56000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,750000
Elantra,9,78000,Dealer,Diesel,Automatic,19.5,1582,126.24,5,745000
i20,6,48300,Dealer,Diesel,Manual,22.54,1396,88.73,5,485000
