model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Alto,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5,170000
Amaze,7,44000,Individual,Petrol,Manual,18.0,1198,86.7,5,330000
Grand,4,30000,Individual,Diesel,Manual,24.0,1186,73.97,5,390000
X3,8,73000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,2175000
Ecosport,3,74435,Dealer,Diesel,Manual,22.7,1498,89.84,5,795000
KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,240000
i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
Duster,7,110000,Individual,Diesel,Manual,19.01,1461,108.45,5,415000
Verna,3,16300,Individual,Petrol,Manual,19.1,1368,98.6,5,789000
Celerio,5,24262,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
3,4,33000,Dealer,Diesel,Automatic,19.59,1995,187.74,5,3450000
Swift,4,27000,Dealer,Petrol,Manual,20.4,1197,81.8,5,570000
Bolero,9,40000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
Rapid,4,30000,Dealer,Petrol,Manual,15.0,1598,105.0,5,720000
Figo,7,58187,Dealer,Diesel,Manual,20.0,1399,68.05,5,265000
Wagon R,5,29000,Dealer,Petrol,Manual,20.51,998,67.04,5,365000
i20,8,65000,Individual,Diesel,Manual,21.9,1396,88.76,5,390000
Innova,11,128787,Dealer,Diesel,Manual,12.8,2494,102.0,8,825000
Vitara,4,72000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
i20,8,100000,Individual,Diesel,Manual,21.9,1396,88.76,5,320000
Duster,3,90000,Individual,Diesel,Manual,19.87,1461,83.8,5,750000
i10,12,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
i10,10,74953,Dealer,Petrol,Manual,20.36,1197,78.9,5,145000
Rapid,4,30000,Dealer,Petrol,Manual,15.41,1598,103.2,5,720000
i10,10,41000,Dealer,Petrol,Manual,19.81,1086,68.05,5,225000
Innova,4,85000,Individual,Diesel,Manual,13.68,2393,147.8,8,1546000
Scorpio,8,56000,Dealer,Diesel,Manual,12.05,2179,120.0,8,625000
Alto,10,70000,Individual,Petrol,Manual,20.92,998,67.1,5,150000
Swift,12,35000,Dealer,Diesel,Manual,17.8,1248,75.0,5,225000
Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,800000
i10,5,10000,Individual,Petrol,Manual,19.81,1086,68.05,5,380000
Alto,2,10000,Individual,Petrol,Manual,23.95,998,67.1,5,360000
Amaze,4,85000,Individual,Petrol,Manual,17.8,1198,86.7,5,440000
Swift,5,60000,Individual,Petrol,Manual,20.4,1197,83.11,5,450000
Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,560000
Ecosport,6,104278,Dealer,Petrol,Manual,18.88,999,123.37,5,590000
i20,5,48000,Dealer,Diesel,Manual,22.54,1396,88.73,5,750000
Celerio,5,35000,Dealer,Petrol,Manual,23.1,998,67.04,5,385000
Eeco,3,60000,Individual,CNG,Manual,21.94,1196,61.7,5,350000
i10,10,30000,Individual,Petrol,Manual,20.36,1197,78.9,5,350000
Grand,4,40000,Individual,Diesel,Manual,24.0,1120,70.0,5,425000
Swift,6,61000,Dealer,Diesel,Manual,28.4,1248,74.0,5,450000
Alto,13,50000,Individual,Petrol,Manual,19.7,796,46.3,5,104000
Creta,5,121054,Individual,Diesel,Manual,21.38,1396,88.7,5,770000
Innova,14,110000,Dealer,Diesel,Manual,12.8,2494,102.0,7,395000
Santro,7,40000,Individual,Petrol,Manual,17.92,1086,62.1,5,200000
Creta,4,15000,Dealer,Petrol,Manual,15.29,1591,121.3,5,840000
Freestyle,3,20000,Individual,Petrol,Manual,19.0,1194,94.68,5,725000
X1,11,106271,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1150000
Wagon R,5,11799,Individual,Petrol,Manual,20.51,998,67.04,5,360000
Tiago,2,11000,Individual,Petrol,Manual,23.84,1199,84.0,5,555000
Swift Dzire,9,61000,Individual,Diesel,Manual,23.4,1248,74.0,5,380000
i10,11,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,199000
Swift,3,26000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
5,4,44000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4200000
Grand,7,80000,Individual,Diesel,Manual,24.0,1120,70.0,5,240000
Thar,3,19000,Dealer,Diesel,Manual,16.55,2498,105.0,6,900000
Polo,3,19000,Dealer,Petrol,Manual,18.78,999,75.0,5,599000
Swift,2,17600,Individual,Petrol,Manual,21.21,1197,81.8,5,590000
Grand,3,26800,Individual,Petrol,Automatic,18.9,1197,81.86,5,575000
Swift,7,50000,Dealer,Diesel,Manual,22.9,1248,74.0,5,500000
CR-V,9,49049,Dealer,Petrol,Automatic,13.1,2354,141.1,5,750000
City,7,45045,Dealer,Petrol,Automatic,18.0,1497,117.3,5,550000
Santro,2,25000,Dealer,Petrol,Automatic,20.3,1086,68.07,5,545000
i20,1,20000,Individual,Petrol,Manual,20.35,1197,81.86,5,640000
i20,7,48000,Dealer,Petrol,Manual,18.5,1197,80.0,5,390000
Harrier,2,20000,Individual,Diesel,Manual,17.0,1956,138.1,5,1750000
GLS,4,37000,Dealer,Diesel,Automatic,11.0,2987,258.0,7,7000000
Tiago,3,60000,Individual,Petrol,Manual,23.84,1199,84.0,5,360000
Duster,6,120000,Individual,Diesel,Manual,20.45,1461,83.8,5,550000
i10,11,100000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
Amaze,4,100000,Individual,Diesel,Manual,25.8,1498,98.6,5,410000
Figo,6,76416,Dealer,Diesel,Manual,25.83,1498,99.0,5,500000
Ecosport,7,38125,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
Civic,9,80000,Individual,Petrol,Automatic,13.9,1799,130.3,5,600000
Alto,14,120000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
Swift,1,10000,Dealer,Petrol,Manual,22.0,1197,81.8,5,640000
XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1700000
Verna,3,21734,Trustmark Dealer,Petrol,Manual,17.0,1591,121.3,5,925000
i20,5,35000,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000
Ecosport,4,35000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,850000
Harrier,2,17000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1650000
Wagon R,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,295000
XUV500,4,34000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1075000
Ecosport,6,50000,Dealer,Diesel,Manual,22.7,1498,89.84,5,590000
Ecosport,7,64000,Dealer,Diesel,Manual,22.7,1498,89.84,5,415000
Vitara,3,69000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,831000
Venue,2,12000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1099000
Swift Dzire,9,66581,Dealer,Petrol,Automatic,17.4,1197,85.8,5,395000
Superb,10,65000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,480000
Vitara,5,65000,Dealer,Diesel,Manual,24.3,1248,88.5,5,620000
City,11,72000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,331000
Baleno,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,790000
Swift Dzire,7,64523,Dealer,Diesel,Manual,23.4,1248,74.0,5,370000
WR-V,2,10000,Dealer,Petrol,Manual,17.5,1199,88.7,5,875000
i20,9,60000,Dealer,Petrol,Manual,18.5,1197,80.0,5,290000
Civic,13,73235,Dealer,Petrol,Manual,13.5,1799,130.0,5,260000
Wagon R,8,120000,Individual,Petrol,Manual,20.51,998,67.04,5,220000
3,9,41500,Individual,Petrol,Automatic,12.05,1995,154.0,5,800000
Swift,9,62000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000
Baleno,4,44000,Individual,Petrol,Manual,21.4,1197,83.1,5,570000
Ecosport,7,46412,Dealer,Diesel,Manual,21.7,1498,98.96,5,560000
Nexon,2,15000,Individual,Petrol,Automatic,17.0,1198,108.5,5,850000
Innova,8,95000,Dealer,Diesel,Manual,12.8,2494,102.0,7,685000
Fortuner,8,82000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1249000
Swift Dzire,6,75251,Dealer,Diesel,Manual,23.4,1248,74.0,5,490000
Eeco,3,35000,Individual,CNG,Manual,21.94,1196,61.7,5,380000
Thar,9,18053,Dealer,Diesel,Manual,16.55,2498,105.0,7,436000
i20,6,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,422000
Wagon R,3,3944,Trustmark Dealer,Petrol,Automatic,20.51,998,67.0,5,485000
XUV500,6,68000,Dealer,Diesel,Manual,16.0,2179,140.0,7,950000
C-Class,8,29000,Dealer,Petrol,Automatic,14.74,1991,181.03,5,1250000
City,5,61225,Dealer,Diesel,Manual,26.0,1498,98.6,5,590000
GLS,3,28000,Dealer,Petrol,Automatic,8.9,2996,333.0,7,6950000
Grand,7,54000,Dealer,Diesel,Manual,24.0,1186,73.97,5,345000
3,8,83000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1155000
Swift Dzire,6,40000,Dealer,Petrol,Manual,20.85,1197,83.14,5,500000
Wagon R,7,42290,Dealer,Petrol,Manual,20.51,998,67.04,5,310000
Amaze,4,45000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,525000
Swift,7,56000,Dealer,Petrol,Manual,16.1,1197,85.0,5,401000
City,5,48000,Dealer,Diesel,Manual,26.0,1498,98.6,5,599000
i20,6,42101,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,480000
Rapid,5,675000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,675000
Innova,4,53400,Dealer,Petrol,Manual,11.25,2694,163.7,7,1427000
Grand,7,55000,Dealer,Diesel,Manual,24.0,1186,73.97,5,375000
Verna,3,40000,Dealer,Petrol,Automatic,17.0,1591,121.3,5,1075000
Glanza,2,10000,Dealer,Petrol,Manual,21.01,1197,81.8,5,835000
City,4,48000,Dealer,Petrol,Manual,17.8,1497,117.3,5,890000
X1,3,80000,Dealer,Diesel,Automatic,20.68,1995,190.0,5,2000000
Carnival,1,3000,Dealer,Diesel,Automatic,14.11,2199,197.2,9,3000000
i20,6,68237,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
Alto,3,57199,Dealer,Petrol,Manual,23.95,998,67.05,5,378000
Baleno,4,33000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,690000
Swift,2,6500,Individual,Petrol,Manual,21.21,1197,81.8,5,480000
3,4,26000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,2500000
i20,4,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,580000
Baleno,5,58354,Dealer,Diesel,Manual,27.39,1248,74.0,5,550000
A4,8,43000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1350000
Vitara,4,68200,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
Grand,7,56000,Dealer,Diesel,Manual,24.0,1120,70.0,5,325000
Amaze,6,36000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000
Fortuner,9,100000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
Cayenne,12,126000,Individual,Petrol,Automatic,8.5,4806,500.0,5,2000000
3,3,28000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,3600000
Innova,7,52000,Dealer,Diesel,Manual,12.99,2494,100.0,7,925000
Wagon R,2,19022,Dealer,CNG,Manual,33.54,998,67.04,5,470000
Wagon R,14,90000,Individual,LPG,Manual,17.3,1061,57.5,5,90000
Wagon R,12,60000,Dealer,Petrol,Manual,21.79,998,67.05,5,150000
Civic,12,62000,Dealer,Petrol,Manual,13.5,1799,130.0,5,235000
Eeco,5,51000,Dealer,CNG,Manual,15.1,1196,73.0,5,291000
Wagon R,6,48000,Dealer,Petrol,Automatic,20.51,998,67.0,5,380000
Innova,8,81000,Dealer,Diesel,Manual,12.99,2494,100.6,8,645000
C-Class,1,10000,Dealer,Diesel,Automatic,12.6,1950,194.0,5,4000000
Duster,6,60000,Dealer,Diesel,Manual,19.87,1461,84.0,5,500000
Ciaz,6,62000,Dealer,Diesel,Manual,28.09,1248,88.5,5,537000
Ecosport,7,104643,Dealer,Diesel,Manual,22.7,1498,89.84,5,438000
Tigor,3,30000,Individual,Petrol,Manual,20.3,1199,84.0,5,495000
Wagon R,2,8873,Trustmark Dealer,Petrol,Automatic,21.5,1197,81.8,5,540000
XUV500,3,17000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1290000
i20,8,48000,Dealer,Diesel,Manual,21.9,1396,88.8,5,349000
Bolero,4,32000,Dealer,Diesel,Manual,15.96,2523,62.1,7,685000
Superb,9,62000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,585000
Duster,8,65000,Dealer,Diesel,Manual,19.01,1461,108.45,5,390000
Ertiga,8,57001,Dealer,Diesel,Manual,20.77,1248,88.76,7,449000
Innova,6,25000,Dealer,Diesel,Manual,12.99,2494,100.57,7,300000
City,6,41000,Dealer,Petrol,Manual,17.0,1497,118.0,5,650000
Polo,7,28492,Dealer,Petrol,Manual,16.47,1198,74.0,5,400000
City,5,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,815000
Creta,4,34500,Individual,Diesel,Automatic,17.6,1582,126.2,5,1155000
WR-V,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,750000
i20,4,80000,Individual,Diesel,Manual,22.54,1396,88.73,5,625000
i10,13,75000,Dealer,Petrol,Manual,19.81,1086,68.05,5,145000
Swift,7,112795,Dealer,Diesel,Manual,25.2,1248,74.0,5,334000
Swift,5,47000,Dealer,Petrol,Manual,20.4,1197,81.8,5,440000
3,6,45000,Dealer,Diesel,Automatic,22.69,1995,190.0,5,1890000
i20,8,58000,Dealer,Diesel,Manual,21.9,1396,90.0,5,295000
Wagon R,8,58000,Dealer,Petrol,Manual,20.51,998,67.04,5,320000
Octavia,8,76000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,780000
Vitara,4,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,710000
Verna,7,71000,Dealer,Diesel,Manual,22.32,1582,126.32,5,495000
Ecosport,2,18000,Dealer,Petrol,Manual,15.9,1496,120.69,5,990000
Creta,5,36000,Dealer,Petrol,Manual,13.0,1591,121.3,5,890000
Ciaz,5,72000,Dealer,Diesel,Manual,28.09,1248,88.5,5,595000
Amaze,6,66000,Dealer,Diesel,Manual,25.8,1498,98.6,5,388000
i10,12,92000,Dealer,Petrol,Manual,20.36,1197,78.9,5,160000
3,8,83000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1170000
i20,4,28810,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
Creta,5,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,900000
Grand,4,42000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,495000
City,11,80000,Individual,Petrol,Manual,17.0,1497,118.0,5,280000
Swift Dzire,9,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
Swift Dzire,12,58000,Dealer,Petrol,Manual,17.5,1298,85.8,5,220000
Q7,1,4000,Dealer,Diesel,Automatic,14.75,2967,245.0,7,6800000
Swift,7,29052,Dealer,Petrol,Manual,22.0,1197,81.8,5,385000
Baleno,4,38000,Dealer,Petrol,Manual,21.4,1197,83.1,5,615000
Polo,5,62000,Dealer,Diesel,Manual,20.14,1498,88.0,5,390000
Grand,4,25000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
Ciaz,2,9000,Dealer,Diesel,Manual,26.32,1498,93.87,5,925000
Verna,6,80000,Individual,Diesel,Automatic,19.08,1582,126.2,5,650000
Ecosport,6,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
Jazz,5,26000,Individual,Petrol,Manual,18.7,1199,88.7,5,500000
City,9,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,420000
Wagon R,10,41000,Dealer,Petrol,Manual,20.51,998,67.04,5,210000
Wagon R,7,58000,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
Swift,10,30000,Individual,Petrol,Manual,16.1,1197,85.0,5,410000
Swift Dzire,9,87800,Individual,Diesel,Manual,19.3,1248,73.9,5,290000
Scorpio,2,41000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1175000
City,7,53000,Dealer,Petrol,Manual,17.8,1497,117.3,5,625000
Scorpio,8,66000,Dealer,Diesel,Manual,12.05,2179,120.0,9,500000
Ecosport,2,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,1100000
Aspire,6,41000,Dealer,Diesel,Manual,25.83,1498,99.0,5,490000
XUV500,4,18000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000
Swift,2,7200,Individual,Petrol,Automatic,21.21,1197,81.8,5,635000
i20,11,57000,Dealer,Petrol,Manual,18.5,1197,80.0,5,225000
XUV500,6,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,810000
Grand,7,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,365000
Baleno,5,31600,Dealer,Petrol,Manual,21.4,1197,83.1,5,532000
Nexon,4,90000,Individual,Diesel,Manual,21.5,1497,108.5,5,650000
Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,835000
Endeavour,5,64000,Dealer,Diesel,Manual,13.5,2198,157.7,7,2090000
KWID,4,30254,Trustmark Dealer,Petrol,Manual,25.17,799,53.3,5,265000
GL-Class,2,4000,Dealer,Petrol,Automatic,11.5,1991,245.0,5,4800000
Ertiga,4,50000,Dealer,Diesel,Manual,24.52,1248,88.5,7,710000
Camry,5,86000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1995000
Fortuner,7,80002,Dealer,Diesel,Automatic,11.5,2982,169.0,7,1475000
Verna,8,52000,Dealer,Diesel,Automatic,21.3,1493,113.42,5,445000
City,6,54000,Dealer,Petrol,Manual,17.8,1497,117.3,5,610000
Ciaz,5,43000,Dealer,Diesel,Manual,26.21,1248,88.5,5,599000
E-Class,9,55000,Dealer,Diesel,Automatic,11.5,2987,210.0,5,1275000
City,2,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1207000
City,5,26000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,835000
Wagon R,14,90000,Individual,LPG,Manual,17.3,1061,57.5,5,80000
i20,7,110000,Individual,Petrol,Manual,18.6,1197,81.83,5,400000
City,10,65962,Dealer,Petrol,Manual,16.8,1497,116.4,5,301000
City,5,88000,Dealer,Petrol,Manual,17.4,1497,117.3,5,680000
Verna,9,64100,Dealer,Diesel,Manual,22.32,1582,126.3,5,350000
Swift,7,80000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
Duster,8,70000,Dealer,Diesel,Manual,20.45,1461,83.8,5,420000
Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,549000
Swift Dzire,9,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,335000
i20,9,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,300000
Creta,3,10000,Dealer,Diesel,Manual,22.1,1396,88.7,5,1050000
Swift,2,20000,Dealer,Diesel,Manual,28.4,1248,74.0,5,675000
C-Class,7,6800,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1490000
i20,10,60000,Dealer,Petrol,Manual,17.0,1197,80.0,5,265000
Civic,15,120000,Individual,Petrol,Automatic,12.9,1799,130.0,5,150000
Innova,7,98000,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000
Baleno,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,635000
5,4,36000,Dealer,Petrol,Automatic,14.04,1997,184.0,5,3100000
Amaze,5,40000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,474000
Venue,2,31000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1090000
Ertiga,7,19000,Dealer,Petrol,Manual,16.02,1373,93.7,7,524000
Celerio,4,40000,Dealer,CNG,Manual,31.79,998,58.2,5,475000
Innova,8,66758,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000
Verna,4,43000,Dealer,Petrol,Manual,17.0,1591,121.3,5,880000
Celerio,5,2000,Dealer,Petrol,Automatic,23.1,998,67.04,5,466000
i20,6,52900,Dealer,Diesel,Manual,23.0,1396,90.0,5,530000
i20,4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
Ecosport,4,26100,Dealer,Diesel,Manual,23.0,1498,98.96,5,700000
Amaze,8,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
Tucson,4,62450,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1649000
Vitara,3,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
Ertiga,4,40000,Dealer,Petrol,Manual,16.02,1373,93.7,7,675000
i20,4,17805,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
Ciaz,5,20000,Individual,Diesel,Manual,28.09,1248,88.5,5,685000
Ciaz,4,66577,Trustmark Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
Ciaz,3,20000,Dealer,Diesel,Manual,28.09,1248,88.5,5,875000
Swift Dzire,3,36787,Dealer,Petrol,Manual,22.0,1197,81.8,5,650000
Swift Dzire,8,35000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000
Polo,8,61000,Dealer,Diesel,Manual,22.07,1199,73.9,5,278000
Polo,8,56000,Dealer,Petrol,Manual,16.47,1198,73.9,5,355000
ES,4,33000,Dealer,Petrol,Automatic,22.37,2487,214.56,5,4100000
Amaze,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
Ecosport,8,49217,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
X5,7,68000,Dealer,Diesel,Automatic,11.7,2993,245.0,5,3200000
Wagon R,4,56000,Dealer,CNG,Manual,26.6,998,58.16,5,365000
Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,815000
Baleno,5,32145,Trustmark Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1430000
Figo,8,57642,Dealer,Diesel,Manual,20.0,1399,68.05,5,250000
Swift,4,22400,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
Alto,15,124000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
City,5,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,670000
i20,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
Scorpio,9,54000,Dealer,Diesel,Manual,12.05,2179,120.0,7,430000
Swift Dzire,5,39100,Dealer,Petrol,Manual,20.85,1197,83.14,5,470000
Alto,1,10326,Trustmark Dealer,Petrol,Manual,19.7,796,46.3,5,350000
Wagon R,3,93000,Individual,CNG,Manual,26.6,998,58.16,5,350000
Baleno,3,12500,Dealer,Petrol,Manual,21.4,1197,83.1,5,581000
Creta,4,9161,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5,1150000
Santro,3,31286,Trustmark Dealer,CNG,Manual,30.48,1086,58.0,5,500000
i10,8,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,289000
Vitara,4,57000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
Alto,12,35000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
Baleno,5,49700,Dealer,Diesel,Manual,27.39,1248,74.0,5,550000
Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,890000
7,9,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,1900000
Wagon R,3,40000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
Octavia,7,38000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,890000
Scorpio,4,60000,Individual,Diesel,Manual,16.36,2179,140.0,7,1250000
City,2,10000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1350000
Grand,4,46000,Dealer,Petrol,Manual,18.9,1197,82.0,5,465000
Duster,8,74000,Dealer,Diesel,Manual,19.87,1461,83.8,5,335000
Amaze,5,51000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,575000
Wagon R,7,85000,Dealer,Petrol,Manual,21.79,998,67.05,5,325000
Ciaz,6,46000,Dealer,Petrol,Manual,20.73,1373,91.1,5,525000
Innova,4,56000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1675000
Wagon R,8,52000,Dealer,Petrol,Manual,18.9,998,67.1,5,270000
3,6,33000,Dealer,Diesel,Automatic,19.62,1995,187.74,5,2050000
X5,2,7000,Dealer,Diesel,Automatic,13.38,2993,265.0,5,7985000
Elantra,8,90000,Dealer,Petrol,Manual,16.3,1797,147.5,5,575000
Polo,6,90000,Individual,Diesel,Manual,20.14,1498,88.8,5,420000
Baleno,2,9500,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000
Ciaz,5,69000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
C,4,24000,Dealer,Petrol,Automatic,11.9,2996,362.07,5,5100000
3,9,60000,Individual,Diesel,Automatic,16.07,1995,181.0,4,950000
Cayenne,4,24000,Dealer,Petrol,Automatic,12.5,3604,440.0,5,11100000
Nexon,3,25000,Dealer,Petrol,Automatic,17.0,1198,108.5,5,910000
Ciaz,4,28297,Dealer,Diesel,Manual,28.09,1248,88.5,5,775000
i20,10,57000,Dealer,Petrol,Manual,17.0,1197,80.0,5,259000
Innova,2,22000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1885000
A4,7,50000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1450000
City,9,75000,Dealer,Petrol,Manual,17.4,1497,117.3,5,400000
Grand,6,44004,Dealer,Petrol,Manual,18.9,1197,82.0,5,400000
Ciaz,6,39085,Dealer,Diesel,Manual,28.09,1248,88.5,5,525000
Fortuner,10,185000,Dealer,Diesel,Manual,11.5,2982,171.0,7,875000
Vento,8,71000,Dealer,Petrol,Manual,15.04,1598,103.6,5,365000
i10,10,66000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
Swift,6,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
Swift Dzire,7,66251,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000
Innova,2,26000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1800000
Seltos,2,4500,Dealer,Petrol,Manual,16.1,1353,138.0,5,1725000
Civic,12,78000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,265000
Alto,5,27648,Trustmark Dealer,CNG,Manual,32.26,998,58.3,4,325000
Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1775000
WR-V,4,13420,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000
Innova,3,45000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1995000
Scorpio,3,57645,Dealer,Diesel,Manual,16.36,2179,120.0,7,1250000
i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,425000
Harrier,2,18000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1595000
Jazz,5,32700,Dealer,Petrol,Manual,18.7,1199,88.7,5,491000
Verna,8,83000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,470000
Polo,8,69000,Dealer,Petrol,Manual,16.47,1198,73.9,5,440000
Amaze,8,38872,Dealer,Petrol,Manual,18.6,1199,88.76,5,365000
Camry,5,86012,Dealer,Petrol,Automatic,19.16,2494,157.7,5,1800000
i20,6,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,470000
Alto,11,62000,Dealer,Petrol,Manual,19.7,796,46.3,5,160000
Santro,12,66500,Individual,Petrol,Manual,17.92,1086,62.1,5,135000
Swift Dzire,6,44000,Individual,Petrol,Manual,19.1,1197,85.8,5,450000
i20,3,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,731000
Swift Dzire,8,77755,Dealer,Diesel,Manual,23.4,1248,74.0,5,375000
